"species","genus","depth_position","source","DepthPrefMin","DepthPrefMax","SpeciesID","SpecCode"
"stygiomedusa gigantea","stygiomedusa","benthopelagic","fishbase",913,1193,"W-Scy-135311",44415
"manania gwilliami","manania","benthic","fishbase",3,9,"W-Sta-287219",44425
"haliclystus octoradiatus","haliclystus","benthopelagic","fishbase",6,31,"W-Sta-135323",44447
"inferiolabiata lowei","inferiolabiata","benthic","fishbase",265,521,"W-Hyd-289284",44488
"systemapora ornata","systemapora","benthic","fishbase",326,384,"W-Hyd-291171",44491
"calyptopora reticulata","calyptopora","benthic","fishbase",463,986,"W-Hyd-174810",44492
"conopora candelabrum","conopora","benthic","fishbase",463,631,"W-Hyd-287506",44497
"pseudocrypthelia pachypoma","pseudocrypthelia","benthic","fishbase",461,561,"W-Hyd-290871",44503
"amphogona apsteini","amphogona","pelagic","fishbase",5,7,"W-Hyd-221236",44509
"aglantha digitale","aglantha","pelagic","fishbase",482,1366,"W-Hyd-117849",44529
"halitrephes maasi","halitrephes","pelagic","fishbase",122,195,"W-Hyd-117622",44545
"halicreas bigelowi","halicreas","pelagic","fishbase",377,1106,"SLB-65115",44549
"solmundella bitentaculata","solmundella","pelagic","fishbase",126,434,"W-Hyd-117267",44566
"cunina globosa","cunina","pelagic","fishbase",77,285,"W-Hyd-117495",44605
"cunina duplicata","cunina","pelagic","fishbase",271,834,"W-Hyd-221241",44607
"lensia subtiloides","lensia","pelagic","fishbase",258,800,"W-Hyd-135440",44618
"chelophyes contorta","chelophyes","pelagic","fishbase",22,95,"W-Hyd-196554",44631
"muggiaea atlantica","muggiaea","pelagic","fishbase",10,50,"W-Hyd-135441",44654
"rosacea plicata","rosacea","pelagic","fishbase",299,552,"W-Hyd-135471",44679
"sphaeronectes gracilis","sphaeronectes","pelagic","fishbase",10,50,"SLB-65076",44690
"physophora hydrostatica","physophora","pelagic","fishbase",22,95,"W-Hyd-135504",44692
"agalma elegans","agalma","pelagic","fishbase",22,95,"W-Hyd-135484",44704
"cerianthus lloydii","cerianthus","benthic","fishbase",77,249,"W-Cer-283798",44735
"epizoanthus scotinus","epizoanthus","benthic","fishbase",5,28,"W-Zoa-283864",44801
"epizoanthus abyssorum","epizoanthus","benthic","fishbase",3606,3872,"W-Zoa-101021",44805
"epizoanthus paguriphilus","epizoanthus","benthic","fishbase",720,1013,"W-Zoa-101036",44808
"corynactis californica","corynactis","benthic","fishbase",4,23,"W-Crl-283836",44816
"errina antarctica","errina","benthic","fishbase",18,300,"W-Hyd-285801",44879
"stylaster galapagensis","stylaster","benthic","fishbase",567,630,"W-Hyd-285879",44960
"stylaster marenzelleri","stylaster","benthic","fishbase",149,330,"W-Hyd-285891",44967
"atolla wyvillei","atolla","pelagic","fishbase",197,636,"W-Scy-135282",44997
"conocyathus zelandiae","conocyathus","benthic","fishbase",36,139,"W-Scl-289703",45508
"periphylla periphylla","periphylla","pelagic","fishbase",408,1183,"W-Scy-135294",45030
"cassiopea andromeda","cassiopea","benthopelagic","fishbase",2,11,"W-Scy-135295",45035
"heliopora coerulea","heliopora","reef","fishbase",0,2,"W-Oct-210725",45233
"pennatula aculeata","pennatula","benthic","fishbase",1423,2221,"W-Oct-128515",45282
"pennatula phosphorea","pennatula","benthic","fishbase",26,98,"W-Oct-128517",45294
"ptilosarcus gurneyi","ptilosarcus","benthic","fishbase",17,54,"W-Oct-290947",45327
"renilla muelleri","renilla","benthic","fishbase",8,28,"W-Oct-290962",45342
"umbellula lindahli","umbellula","benthic","fishbase",2166,2418,"W-Oct-128531",45357
"cavernularia obesa","cavernularia","benthic","fishbase",6,13,"W-Oct-286683",45373
"stylatula elongata","stylatula","benthic","fishbase",6,31,"W-Oct-286695",45414
"tamoya haplonema","tamoya","benthopelagic","fishbase",8,43,"W-Cub-288081",45440
"chironex fleckeri","chironex","pelagic","fishbase",2,9,"W-Cub-289593",45444
"sphenotrochus andrewianus","sphenotrochus","benthic","fishbase",5,26,"SLB-63040",45541
"porites nigrescens","porites","reef","fishbase",2,14,"W-Scl-207234",45607
"porites nodifera","porites","reef","fishbase",0,3,"W-Scl-207224",45608
"porites sillimaniana","porites","reef","fishbase",3,16,"SLB-158806",45614
"alveopora catalai","alveopora","reef","fishbase",5,21,"W-Scl-289254",45651
"alveopora spongiosa","alveopora","reef","fishbase",3,7,"W-Scl-207198",45659
"alveopora tizardi","alveopora","reef","fishbase",4,15,"W-Scl-207195",45661
"goniopora columna","goniopora","reef","fishbase",3,11,"W-Scl-207221",45669
"goniopora djiboutiensis","goniopora","reef","fishbase",2,10,"W-Scl-207210",45670
"goniopora minor","goniopora","reef","fishbase",16,21,"SLB-62883",45675
"goniopora planulata","goniopora","reef","fishbase",4,12,"W-Scl-207220",45681
"goniopora stokesi","goniopora","reef","fishbase",4,15,"W-Scl-207219",45685
"goniopora tenuidens","goniopora","reef","fishbase",3,11,"W-Scl-207211",45689
"porites cylindrica","porites","reef","fishbase",4,25,"W-Scl-207229",45702
"porites harrisoni","porites","reef","fishbase",2,9,"W-Scl-288904",45713
"fungia tenuis","fungia","reef",NA,3,15,"SLB-62652",45856
"oculina virgosa","oculina","benthic","fishbase",135,402,"W-Scl-287103",45927
"paraconotrochus antarcticus","paraconotrochus","benthic","fishbase",165,372,"W-Scl-290632",46337
"anomocora marchadi","anomocora","reef","fishbase",56,128,"W-Scl-286718",46160
"caryophyllia atlantica","caryophyllia","benthic","fishbase",1236,1560,"SLB-61925",46177
"coenocyathus bowersi","coenocyathus","reef","fishbase",23,76,"W-Scl-286780",46249
"paracyathus stearnsii","paracyathus","reef","fishbase",14,35,"W-Scl-286830",46359
"acropora halmaherae","acropora","reef","fishbase",9,15,"W-Scl-288206",46362
"cyphastrea microphthalma","cyphastrea","reef","fishbase",8,16,"W-Scl-207416",46686
"echinopora hirsutissima","echinopora","reef","fishbase",4,20,"W-Scl-207420",46698
"echinopora horrida","echinopora","reef","fishbase",3,5,"W-Scl-288342",46699
"echinopora lamellosa","echinopora","reef","fishbase",6,20,"W-Scl-207421",46701
"echinopora pacificus","echinopora","reef",NA,2,9,"W-Scl-288345",46704
"stephanocyathus moseleyanus","stephanocyathus","benthic","fishbase",1000,2000,"SLB-62138",46410
"stephanocyathus nobilis","stephanocyathus","benthic","fishbase",945,1380,"SLB-62139",46411
"acropora intermedia","acropora","reef","fishbase",2,10,"W-Scl-207035",46460
"balanophyllia chnous","balanophyllia","benthic","fishbase",365,406,"SLB-62202",46481
"balanophyllia elegans","balanophyllia","reef","fishbase",4,25,"SLB-62217",46497
"balanophyllia regia","balanophyllia","benthic","fishbase",5,26,"SLB-62243",46524
"eguchipsammia japonica","eguchipsammia","reef","fishbase",220,428,"W-Scl-286984",46581
"eguchipsammia strigosa","eguchipsammia","reef","fishbase",30,52,"W-Scl-286986",46583
"enallopsammia rostrata","enallopsammia","benthic","fishbase",467,1021,"W-Scl-135190",46587
"tubastraea diaphana","tubastraea","reef","fishbase",10,20,"W-Scl-291252",46626
"goniastrea aspera","goniastrea","reef",NA,4,21,"SLB-62451",46749
"nutricola tantilla","nutricola","benthic","fishbase",12,59,"W-Msc-507789",47097
"flabellum alabastrum","flabellum","benthic","fishbase",1376,1776,"SLB-62507",46809
"flabellum angulare","flabellum","benthic","fishbase",1806,2174,"SLB-62508",46810
"flabellum hoffmeisteri","flabellum","benthic","fishbase",176,357,"SLB-62526",46830
"yoldiella propinqua","yoldiella","benthic","fishbase",249,612,"W-Msc-142006",46911
"nucula sulcata","nucula","benthic","fishbase",132,163,"W-Msc-140592",46920
"rochefortia tumida","rochefortia","benthic","fishbase",12,59,"SLB-70327",46932
"simomactra falcata","simomactra","benthic","fishbase",5,26,"W-Msc-505765",46937
"solamen columbianum","solamen","benthic","fishbase",23,38,"W-Msc-506181",46939
"heteranomia squamula","heteranomia","benthic","fishbase",77,285,"W-Msc-138749",46962
"anomia peruviana","anomia","benthic","fishbase",22,95,"W-Msc-504259",46964
"anomia chinensis","anomia","benthic","fishbase",0,20,"W-Msc-233434",46965
"vilasina seminuda","vilasina","benthic","fishbase",787,2080,"W-Msc-506194",46988
"vilasina vernicosa","vilasina","benthic","fishbase",11,42,"W-Msc-506195",46989
"nucula nucleus","nucula","benthic","fishbase",132,163,"W-Msc-140590",47002
"spisula raveneli","spisula","benthic","fishbase",9,45,"W-Msc-420853",47025
"dacrydium ockelmanni","dacrydium","benthic","fishbase",1649,2626,"W-Msc-140447",47043
"modiolula phaseolina","modiolula","benthic","fishbase",132,163,"W-Msc-140461",47049
"pseudamussium sulcatum","pseudamussium","benthic","fishbase",1073,2712,"SLB-171932",47053
"palliolum furtivum","palliolum","benthic","fishbase",1073,2712,"SLB-69440",47056
"palliolum tigerinum","palliolum","benthic","fishbase",1073,2712,"W-Msc-140710",47057
"pododesmus patelliformis","pododesmus","benthic","fishbase",132,163,"W-Msc-138751",47058
"limatula gwyni","limatula","benthic","fishbase",23,39,"W-Msc-140237",47061
"parvicardium ovale","parvicardium","benthic",NA,38,155,"SLB-70139",47093
"parvicardium scabrum","parvicardium","benthic","fishbase",38,155,"W-Msc-139012",47094
"nutricola lordi","nutricola","benthic","fishbase",7,35,"W-Msc-507786",47095
"petricolaria pholadiformis","petricolaria","benthic","fishbase",5,25,"W-Msc-156961",47111
"astarte borealis","astarte","benthic","fishbase",35,130,"W-Msc-138818",47510
"astarte montagui","astarte","benthic","fishbase",61,212,"W-Msc-138823",47511
"pecten maximus","pecten","benthic","fishbase",13,61,"W-Msc-140712",47521
"delectopecten randolphi","delectopecten","benthic","fishbase",100,500,"SLB-69408",47526
"delectopecten vancouverensis","delectopecten","benthic","fishbase",74,219,"W-Msc-391795",47528
"delectopecten greenlandicus","delectopecten","benthic",NA,371,1063,"SLB-69406",47529
"pododesmus macrochisma","pododesmus","benthic","fishbase",3,16,"W-Msc-758426",47537
"yoldiella lenticula","yoldiella","benthic","fishbase",184,596,"W-Msc-142001",47539
"solemya reidi","solemya","benthic",NA,42,51,"W-Msc-507128",47547
"bathyarca glacialis","bathyarca","benthic","fishbase",366,1070,"W-Msc-138797",47550
"bathyarca pectunculoides","bathyarca","benthic","fishbase",482,1353,"W-Msc-138799",47551
"cucullaea labiata","cucullaea","benthic","fishbase",15,150,"W-Msc-504483",47586
"pteria sterna","pteria","benthic","fishbase",40,162,"W-Msc-464505",47118
"acila castrensis","acila","benthic","fishbase",28,107,"W-Msc-506568",47124
"nucula delphinodonta","nucula","benthic","fishbase",24,54,"SLB-69223",47127
"nuculana minuta","nuculana","benthic","fishbase",50,139,"W-Msc-140577",47139
"nuculana radiata","nuculana","benthic","fishbase",29,42,"SLB-69189",47145
"nuculana caudata","nuculana","benthic","fishbase",311,614,"W-Msc-156920",47146
"nuculana tenuisulcata","nuculana","benthic","fishbase",31,129,"W-Msc-156923",47147
"hyalopecten frigidus","hyalopecten","benthic","fishbase",2354,3299,"W-Msc-140703",47160
"cyclocardia crebricostata","cyclocardia","benthic","genus gapfill",34,103,"W-Msc-246815",47185
"cyclocardia crassidens","cyclocardia","benthic","genus gapfill",17,76,"W-Msc-254463",47188
"portlandia arctica","portlandia","benthic","fishbase",357,1053,"W-Msc-141987",47209
"portlandia lenticula","portlandia","benthic",NA,61,179,"SLB-69259",47212
"chlamys behringiana","chlamys","benthic","fishbase",1073,2712,"W-Msc-391825",47252
"mysella tumidula","mysella","benthic","fishbase",1594,1747,"SLB-70307",47262
"lutraria angustior","lutraria","benthic","fishbase",7,16,"W-Msc-140294",47266
"chamelea gallina","chamelea","benthic","fishbase",7,16,"W-Msc-141907",47279
"clausinella fasciata","clausinella","benthic","fishbase",2,13,"W-Msc-141909",47280
"crassadoma gigantea","crassadoma","benthic","fishbase",8,40,"W-Msc-240774",47314
"arcopsis solida","arcopsis","benthic","fishbase",2,11,"W-Msc-504630",47325
"ennucula tenuis","ennucula","benthic","fishbase",360,1055,"W-Msc-140584",47361
"entodesma navicula","entodesma","benthic","fishbase",2,11,"W-Msc-506763",47362
"gregariella coarctata","gregariella","benthic","fishbase",2,11,"W-Msc-506028",47372
"isognomon recognitus","isognomon","benthic","fishbase",2,11,"W-Msc-507052",47375
"limatula japonica","limatula","benthic","fishbase",76,237,"W-Msc-505542",47381
"limatula similaris","limatula","benthic","fishbase",783,1955,"W-Msc-505524",47382
"lithophaga attenuata","lithophaga","benthic","fishbase",48,190,"SLB-69076",47389
"macoma balthica","macoma","benthic","fishbase",30,126,"SLB-70618",47401
"mactrotoma californica","mactrotoma","benthic","fishbase",1,8,"W-Msc-505724",47404
"megayoldia thraciaeformis","megayoldia","benthic","fishbase",105,334,"W-Msc-141983",47409
"musculus glacialis","musculus","benthic","fishbase",16,73,"W-Msc-467467",47411
"mytilus trossulus","mytilus","benthic","fishbase",2,11,"W-Msc-140482",47413
"nodipecten subnodosus","nodipecten","benthic","fishbase",1073,2712,"W-Msc-394383",47416
"palliolum striatum","palliolum","benthic","fishbase",26,91,"W-Msc-140709",47424
"portlandia intermedia","portlandia","benthic","fishbase",92,232,"SLB-69256",47442
"yoldia hyperborea","yoldia","benthic","fishbase",67,183,"W-Msc-141989",47453
"yoldia myalis","yoldia","benthic","fishbase",29,80,"W-Msc-157006",47454
"yoldia seminuda","yoldia","benthic","fishbase",29,81,"SLB-69279",47456
"yoldia limatula","yoldia","benthic","fishbase",2,11,"W-Msc-157005",47460
"yoldia sapotilla","yoldia","benthic","fishbase",8,41,"W-Msc-157007",47461
"yoldiella intermedia","yoldiella","benthic","fishbase",153,499,"W-Msc-141999",47467
"yoldiella frigida","yoldiella","benthic","fishbase",317,945,"W-Msc-141997",47474
"yoldiella lucida","yoldiella","benthic","fishbase",133,378,"W-Msc-142002",47477
"astarte esquimalti","astarte","benthic","fishbase",39,132,"W-Msc-423165",47494
"astarte castanea","astarte","benthic","fishbase",5,26,"W-Msc-156744",47495
"astarte crenata","astarte","benthic","fishbase",168,547,"W-Msc-138820",47496
"astarte undata","astarte","benthic","fishbase",20,91,"W-Msc-156747",47497
"astarte elliptica","astarte","benthic","fishbase",41,126,"W-Msc-138821",47498
"limopsis minuta","limopsis","benthic","fishbase",41,156,"W-Msc-140255",47592
"glycymeris subobsoleta","glycymeris","benthic","fishbase",77,285,"SLB-68833",47604
"glycymeris keenae","glycymeris","benthic","fishbase",77,285,"W-Msc-504529",47606
"glycymeris septentrionalis","glycymeris","benthic","fishbase",5,28,"W-Msc-504512",47607
"philobrya setosa","philobrya","benthic","fishbase",7,37,"W-Msc-504729",47617
"mytilus edulis","mytilus","benthic","fishbase",6,31,"W-Msc-140480",47622
"crenella decussata","crenella","benthic","fishbase",30,128,"W-Msc-140440",47625
"crenella glandula","crenella","benthic","fishbase",10,20,"SLB-69054",47627
"crenella faba","crenella","benthic",NA,57,219,"W-Msc-156763",47628
"crenella pectinula","crenella","benthic","fishbase",57,219,"W-Msc-156766",47631
"musculus niger","musculus","benthic","fishbase",43,173,"W-Msc-140474",47636
"musculus discors","musculus","benthic","fishbase",20,75,"W-Msc-140472",47637
"musculus corrugatus","musculus","benthic","fishbase",31,49,"SLB-69097",47638
"dacrydium pacificum","dacrydium","benthic","fishbase",787,2080,"W-Msc-506010",47655
"dacrydium vitreum","dacrydium","benthic","fishbase",645,1747,"W-Msc-140449",47656
"modiolus modiolus","modiolus","benthic","fishbase",36,134,"W-Msc-140467",47658
"modiolus rectus","modiolus","benthic","fishbase",1,8,"W-Msc-506105",47660
"modiolus capax","modiolus","benthic","fishbase",31,131,"W-Msc-506104",47664
"modiolus carpenteri","modiolus","benthic","fishbase",31,131,"W-Msc-506124",47666
"brachidontes adamsianus","brachidontes","benthic","fishbase",2,11,"W-Msc-505982",47672
"adula californiensis","adula","benthic","fishbase",2,11,"W-Msc-505934",47679
"adula diegensis","adula","benthic","fishbase",2,11,"W-Msc-505932",47680
"lithophaga aristata","lithophaga","benthic","fishbase",17,80,"SLB-69075",47686
"lithophaga plumula","lithophaga","benthic",NA,4,21,"SLB-69079",47689
"ischadium recurvum","ischadium","benthic","fishbase",0,1,"W-Msc-156861",47692
"septifer bifurcatus","septifer","benthic","fishbase",2,11,"SLB-69123",47697
"septifer bilocularis","septifer","benthic","fishbase",1,8,"W-Msc-216632",47698
"arcuatula senhousia","arcuatula","benthic","fishbase",2,11,"W-Msc-505946",47699
"isognomon janus","isognomon","benthic","fishbase",2,11,"W-Msc-507054",47715
"chlamys hastata","chlamys","benthic","fishbase",17,74,"W-Msc-367964",47718
"chlamys rubida","chlamys","benthic","fishbase",213,676,"W-Msc-254460",47719
"chlamys septemradiatus","chlamys","benthic","fishbase",1073,2712,"SLB-69393",47729
"chlamys lowei","chlamys","benthic","fishbase",1073,2712,"SLB-69383",47733
"cyclopecten imbrifer","cyclopecten","benthic","fishbase",323,889,"SLB-69469",47735
"raeta plicatella","raeta","benthic","fishbase",32,133,"W-Msc-420851",47856
"lutraria lutraria","lutraria","benthic","fishbase",3,11,"W-Msc-140295",47858
"mactromeris polynyma","mactromeris","benthic","fishbase",22,95,"W-Msc-156863",47862
"ervilia bisculpta","ervilia","benthic","fishbase",0,20,"W-Msc-216457",47865
"solen sicarius","solen","benthic","fishbase",4,21,"W-Msc-413523",47877
"parvilucina tenuisculpta","parvilucina","benthic","fishbase",31,129,"W-Msc-464250",47910
"lucinoma annulata","lucinoma","benthic","fishbase",92,331,"W-Msc-464200",47917
"dinocardium robustum","dinocardium","benthic","fishbase",3,16,"W-Msc-156843",47925
"spisula solidissima","spisula","benthic","fishbase",7,35,"W-Msc-156996",47941
"spisula elliptica","spisula","benthic","fishbase",8,11,"W-Msc-140300",47943
"tresus capax","tresus","benthic","fishbase",3,16,"W-Msc-367776",47949
"mulinia lateralis","mulinia","benthic","fishbase",14,65,"W-Msc-156870",47952
"cryptomya californica","cryptomya","benthic","fishbase",8,40,"W-Msc-397065",47984
"semele rubropicta","semele","benthic","fishbase",10,50,"W-Msc-507316",47987
"abra alba","abra","benthic","fishbase",62,235,"W-Msc-141433",47999
"macoma elimata","macoma","benthic","fishbase",59,203,"W-Msc-582757",48013
"macoma brota","macoma","benthic","fishbase",38,128,"W-Msc-254466",48014
"macoma lipara","macoma","benthic","fishbase",46,133,"W-Msc-582760",48015
