"species","total_hab_area"
"sphyraena argentea",322000
"sphyraena barracuda",8725100
"sphyraena borealis",634100
"sphyraena chrysotaenia",9160400
"sphyraena ensis",861200
"sphyraena flavicauda",4969100
"sphyraena forsteri",7798800
"sphyraena guachancho",3652700
"sphyraena helleri",4608200
"sphyraena idiastes",72400
"sphyraena jello",5981100
"sphyraena novaehollandiae",1359800
"sphyraena picudilla",1571000
"sphyraena pinguis",3555700
"sphyraena putnamae",4869700
"sphyraena qenie",6061800
"sphyraena sphyraena",1577000
"sphyraena viridensis",1067000
"sphyraena waitii",1361500
"sphyraenops bairdianus",60868700
"sphyrapus malleolus",1930500
"sphyrna corona",317500
"sphyrna couardi",286800
"sphyrna lewini",144309100
"sphyrna media",1477400
"sphyrna mokarran",162771800
"sphyrna tiburo",1748000
"sphyrna tudes",1138400
"sphyrna zygaena",148859600
"spicara alta",500700
"spicara australis",778900
"spicara axillaris",102900
"spicara maena",1143500
"spicara melanurus",399000
"spicara smaris",1409100
"spicomacrurus kuronumai",4380000
"spinachia spinachia",672800
"spinidrupa euracantha",1927600
"spinimuricea atlantica",3239100
"spiniraja whitleyi",482600
"spinocalanus abyssalis",1152900
"spinocalanus horridus",602500
"spinocalanus longicornis",2376300
"spinocalanus magnus",9133600
"spinocalanus spinosus",1585600
"spinolambrus macrochelos",1732700
"spinophiura jolliveti",3525100
"spinoserolis latifrons",186200
"spinosipella acuticostata",2411500
"spinosipella deshayesiana",11333500
"spirastrella coccinea",950000
"spirastrella cunctatrix",11928400
"spirastrella decumbens",5086300
"spirastrella mollis",557300
"spirinchus starksi",220600
"spirinchus thaleichthys",666500
"spirolaxis centrifugus",2499400
"spiropagurus spiriger",4331700
"spirotropis lithocolleta",2196100
"spirotropis stirophora",1259300
"spirula spirula",19792700
"spisula elliptica",660100
"spisula raveneli",484500
"spisula sachalinensis",508700
"spisula solida",552500
"spisula solidissima",906900
"splendrillia carolinae",1370200
"splendrillia lissotropis",2106000
"splendrillia moseri",1024400
"spondyliosoma cantharus",3129300
"spondyliosoma emarginatum",55600
"spondylus albibarbatus",9204100
"spondylus americanus",1559600
"spondylus anacanthus",4490700
"spondylus barbatus",5537100
"spondylus butleri",3070600
"spondylus candidus",2596900
"spondylus crassisquama",2639000
"spondylus echinatus",4403600
"spondylus foliaceus",3909900
"spondylus gaederopus",763000
"spondylus gussonii",288200
"spondylus ictericus",995000
"spondylus imperialis",5886900
"spondylus limbatus",4425400
"spondylus linguafelis",2985500
"spondylus multimuricatus",3582900
"spondylus occidens",5563900
"spondylus orstomi",1266600
"spondylus proneri",1824200
"spondylus regius",5345800
"spondylus sinensis",3903200
"spondylus spinosus",3438200
"spondylus squamosus",4266100
"spondylus varius",2933800
"spondylus versicolor",4925200
"spondylus victoriae",1321000
"spondylus wrightianus",4670700
"spondylus zonalis",8261100
"spongia agaricina",523600
"spongia obliqua",775500
"spongia obscura",906600
"spongia officinalis",4759000
"spongia pertusa",1125100
"spongia tubulifera",760100
"spongionella pulchella",2536300
"spratelloides delicatulus",6028000
"spratelloides gracilis",9777900
"spratelloides robustus",710400
"sprattus antipodum",170300
"sprattus fuegensis",229700
"sprattus muelleri",188800
"sprattus sprattus",1590700
"springeratus xanthosoma",1394800
"springeria folirostris",244700
"springeria longirostris",1994500
"springerichthys kulbickii",414800
"spurwinkia salsa",71000
"spyridia filamentosa",5703400
"squaliolus aliae",30336900
"squaliolus laticaudus",121240100
"squalogadus modificatus",50385800
"squalus acanthias",9429300
"squalus albifrons",5237200
"squalus blainville",2546400
"squalus chloroculus",360400
"squalus crassispinus",635800
"squalus cubensis",2509900
"squalus edmundsi",46506000
"squalus grahami",9207300
"squalus griffini",664000
"squalus japonicus",1505300
"squalus margaretsmithae",1412700
"squalus megalops",2254000
"squalus mitsukurii",8266700
"squalus montalbani",5185500
"squalus nasutus",1569300
"squalus suckleyi",1145100
"squatina aculeata",1119300
"squatina africana",937200
"squatina albipunctata",97000
"squatina argentina",284500
"squatina australis",549700
"squatina californica",155600
"squatina guggenheim",406800
"squatina japonica",1207100
"squatina nebulosa",936000
"squatina oculata",1332800
"squatina punctata",56300
"squatina squatina",2056300
"squatina tergocellata",111200
"squilla aculeata",416100
"squilla biformis",565700
"squilla bigelowi",329500
"squilla cadenati",417900
"squilla empusa",1521000
"squilla hancocki",174400
"squilla mantis",1373300
"squilla mantoidea",160200
"squilla panamensis",154700
"squilla parva",281700
"squilloides leptosquilla",6090400
"stalix histrio",6128400
"stanulus seychellensis",1772000
"stanulus talboti",798800
"staphylaea nucleus",3015300
"staphylaea staphylaea",2864700
"starksia atlantica",798300
"starksia culebrae",388200
"starksia fasciata",609300
"starksia fulva",117500
"starksia galapagensis",18800
"starksia hassi",990000
"starksia lepicoelia",843000
"starksia nanodes",789800
"starksia occidentalis",553900
"starksia ocellata",185700
"starksia sluiteri",729700
"starksia spinipenis",254700
"starksia starcki",660000
"stathmonotus gymnodermis",827300
"stathmonotus hemphillii",712600
"stathmonotus sinuscalifornici",81700
"stathmonotus stahli",842900
"stauropathes arctica",99200
"staurophora mertensi",2155500
"stauroteuthis syrtensis",4433500
"staurotheca antarctica",2122200
"staurotheca compressa",1760700
"staurotheca densa",1980000
"staurotheca dichotoma",2622200
"staurotheca frigida",1371800
"staurotheca glomulosa",2387000
"staurotheca jaederholmi",6567000
"staurotheca juncea",303500
"staurotheca multifurcata",34100
"staurotheca nonscripta",1686300
"staurotheca pachyclada",2902300
"staurotheca polarsterni",986400
"staurotheca undosiparietina",102200
"staurotheca vanhoeffeni",1971500
"stavelia subdistorta",3572600
"steeneichthys plesiopsus",1556200
"stegastes acapulcoensis",231100
"stegastes adustus",633600
"stegastes albifasciatus",2330600
"stegastes altus",119400
"stegastes apicalis",389200
"stegastes arcifrons",30800
"stegastes aureus",813300
"stegastes beebei",73800
"stegastes diencaeus",1013900
"stegastes fasciolatus",3985000
"stegastes flavilatus",265300
"stegastes fuscus",1229500
"stegastes gascoynei",370900
"stegastes imbricatus",362800
"stegastes insularis",208300
"stegastes leucorus",155900
"stegastes leucostictus",984400
"stegastes limbatus",50400
"stegastes lividus",114100
"stegastes nigricans",4144000
"stegastes obreptus",3864300
"stegastes partitus",1084600
"stegastes planifrons",1113600
"stegastes punctatus",5482600
"stegastes rectifraenum",91500
"stegastes variabilis",118900
"stegella lobata",2310200
"stegidotea pinnata",617700
"steginoporella magnilabris",1433800
"stegnaster inflatus",152800
"stegocephalus inflatus",5860200
"stegopanoploea joubini",1269200
"stegopoma plicatile",6914100
"stegopontonia commensalis",1908800
"stegosoma magnum",18064300
"stegostoma fasciatum",6231400
"steindachneria argentea",1214900
"steironepion maculatum",635100
"steironepion minus",1533900
"steironepion moniliferum",971500
"stelgistrum stejnegeri",468700
"stellaster childreni",6875800
"stellaster equestris",7622700
"stellerina xyosterna",211400
"stelletta cavernosa",2626100
"stelletta clarella",1066600
"stelletta clavosa",3775300
"stelletta grubii",494200
"stelletta herdmani",5053900
"stelletta kallitetilla",1275000
"stelletta maxima",4317000
"stelletta purpurea",6095900
"stellifer chrysoleuca",192800
"stellifer ericymba",188100
"stellifer illecebrosus",159800
"stellifer lanceolatus",205300
"stellifer mancorensis",219700
"stellifer microps",487700
"stellifer minor",57100
"stellifer rastrifer",854500
"stellifer stellifer",994300
"stellitethya repens",7536900
"stemonidium hypomelas",145386300
"stemonosudis elegans",45565600
"stemonosudis gracilis",108484000
"stemonosudis intermedia",51333200
"stemonosudis macrura",171368200
"stemonosudis rothschildi",123199500
"stemonosudis siliquiventer",10573800
"stenatherina panatela",2217900
"stenella attenuata",55570800
"stenella clymene",32229200
"stenella coeruleoalba",188151700
"stenella frontalis",9253900
"stenella longirostris",59405600
"stenisis humilis",2540000
"steno bredanensis",75200800
"stenobrachius leucopsarus",13480200
"stenobrachius nannochir",17711500
"stenocionops furcatus",1797800
"stenocionops spinimanus",1215100
"stenocyathus vermiformis",5716100
"stenogobius genivittatus",2896300
"stenoplax bahamensis",529100
"stenoplax boogii",969700
"stenoplax conspicua",408400
"stenoplax floridana",779900
"stenoplax heathiana",115300
"stenoplax limaciformis",1149400
"stenoplax purpurascens",491200
"stenopus hispidus",12459600
"stenopus pyrsonotus",692300
"stenopus scutellatus",2333400
"stenopus spinosus",2376200
"stenopus tenuirostris",3573700
"stenorhynchus seticornis",2005500
"stenorhynchus yangi",1362500
"stenosemus albus",9394800
"stenosemus exaratus",4505500
"stenothoe gallensis",2737600
"stenothoe georgiana",124000
"stenotomus caprinus",697400
"stenotomus chrysops",337200
"stephanasterias albula",2661000
"stephanoberyx monae",2814500
"stephanocoenia intersepta",2002300
"stephanocoenia michelinii",927300
"stephanocyathus coronatus",1778300
"stephanocyathus diadema",4396600
"stephanocyathus laevifundus",1470000
"stephanocyathus moseleyanus",1897400
"stephanocyathus nobilis",7618300
"stephanocyathus paliferus",2552400
"stephanocyathus spiniger",8595000
"stephanolepis auratus",587300
"stephanolepis cirrhifer",66800
"stephanolepis diaspros",526800
"stephanolepis hispidus",3295400
"stephanolepis setifer",3084400
"stephanometra indica",5092600
"stephanometra tenuipinna",3174200
"sterechinus agassizii",672800
"sterechinus antarcticus",2221900
"sterechinus neumayeri",1953500
"stereolepis gigas",537100
"stereomastis aculeata",4627400
"stereomastis auriculata",7173000
"stereomastis galil",4721400
"stereomastis helleri",15974800
"stereomastis nana",7254600
"stereomastis pacifica",5935100
"stereomastis phosphorus",8388800
"stereomastis polita",2786700
"stereomastis suhmi",4218000
"stereomastis surda",11983700
"stereomastis talismani",1672200
"stereotelesto corallina",626400
"sterna striata",465300
"sternoptyx diaphana",249982400
"sternoptyx obscura",147276300
"sternoptyx pseudobscura",226698700
"sternoptyx pseudodiaphana",61443700
"stethojulis albovittata",3216600
"stethojulis balteata",2682900
"stethojulis bandanensis",3812600
"stethojulis interrupta",4713100
"stethojulis marquesensis",122000
"stethojulis notialis",360200
"stethojulis strigiventer",4254900
"stethojulis terina",265500
"stethojulis trilineata",3787000
"stewartia floridana",513200
"sthenocephalus indicus",4384200
"sthenorytis pernobilis",1940800
"sthenoteuthis oualaniensis",14880200
"sthenoteuthis pteropus",6400700
"stichaeopsis epallax",623100
"stichaeopsis nana",134500
"stichaeus grigorjewi",503600
"stichaeus nozawae",180300
"stichaeus punctatus punctatus",2112100
"sticharium clarkae",458700
"sticharium dorsale",550800
"stichaster australis",151000
"stichaster striatus",312500
"stichodactyla tapetum",9158400
"stichopus chloronotus",4621300
"stichopus ellipes",41900
"stichopus herrmanni",5899900
"stichopus horrens",4609300
"stichopus monotuberculatus",3081900
"stichopus naso",5211700
"stichopus variegatus",4716800
"stigmatopora argus",403100
"stigmatopora nigra",396700
"stigmatoteuthis hoylei",18789900
"stigmaulax cayennensis",954300
"stigmaulax sulcatus",781900
"stiliger smaragdinus",1202800
"stiphodon elegans",1416000
"stlengis osensis",273600
"stolephorus andhraensis",4830800
"stolephorus baganensis",722300
"stolephorus carpentariae",661500
"stolephorus chinensis",782500
"stolephorus commersonnii",8198600
"stolephorus dubiosus",769300
"stolephorus holodon",63800
"stolephorus indicus",9780000
"stolephorus insularis",2284200
"stolephorus tri",2108100
"stolephorus waitei",5936800
"stolonica australis",320500
"stolonica duploplicata",3821700
"stoloteuthis leucoptera",2859600
"stolus buccalis",372800
"stomatella auricula",2581700
"stomatella impertusa",2921800
"stomatella planulata",1718300
"stomatella varia",1952000
"stomatia phymotis",2896800
"stomatolina rubra",1413500
"stomias affinis",149097200
"stomias atriventer",31619900
"stomias boa boa",102126200
"stomias brevibarbatus",1118800
"stomias colubrinus",1024700
"stomias danae",99354800
"stomias gracilis",38646000
"stomias lampropeltis",8828200
"stomias longibarbatus",12786200
"stomias nebulosus",51220100
"stomolophus meleagris",2127700
"stomopneustes variolaris",3497800
"stomotoca atra",1097600
"stomphia coccinea",5704800
"stomphia selaginella",1334200
"stonogobiops xanthorhinica",2418900
"stramonita canaliculata",307200
"stramonita floridana",1472900
"stramonita haemastoma",3740800
"stramonita rustica",1132200
"streetsia challengeri",8961800
"streetsia mindanaonis",10453000
"streetsia porcella",8830500
"streetsia steenstrupi",9877000
"striarca lactea",1144000
"striarca symmetrica",8519900
"striatobalanus amaryllis",12162500
"striatobalanus tenuis",11547400
"strictispira drangai",675800
"strictispira paxillus",979200
"strictispira quadrifasciata",727800
"strigilla carnaria",1002100
"strigilla mirabilis",1954300
"strigopagurus boreonotus",6376700
"striodentalium rhabdotum",7056200
"striodentalium thetidis",3477600
"striostrea margaritacea",528600
"striostrea prismatica",601400
"strobopagurus gracilipes",5492400
"stromateus brasiliensis",857100
"stromateus fiatola",1164300
"strombus alatus",1014400
"strombus aratrum",2819800
"strombus aurisdianae",4238300
"strombus bulla",4083100
"strombus canarium",5845700
"strombus dentatus",5443500
"strombus epidromis",4058800
"strombus gibberulus",5314600
"strombus labiatus",4948600
"strombus latissimus",3418100
"strombus latus",565700
"strombus lentiginosus",4328700
"strombus luhuanus",3900700
"strombus marginatus",4777400
"strombus microurceus",2966600
"strombus minimus",2780200
"strombus mutabilis",5073200
"strombus pugilis",1204600
"strombus raninus",1126600
"strombus sinuatus",3852700
"strombus urceus",5239600
"strongylacidon griseum",1005000
"strongylocentrotus droebachiensis",3589600
"strongylocentrotus fragilis",386700
"strongylocentrotus pallidus",4785600
"strongylocentrotus purpuratus",962000
"strongylura anastomella",3265100
"strongylura exilis",691800
"strongylura incisa",3636700
"strongylura leiura",4332500
"strongylura marina",1222400
"strongylura notata notata",1754500
"strongylura scapularis",743600
"strongylura senegalensis",325900
"strongylura strongylura",6782900
"strongylura timucu",1274400
"strongylura urvillii",5177500
"strophidon sathete",4716700
"stryphnus ponderosus",1368900
"styela calva",8636900
"styela canopus",14352900
"styela chaini",1894800
"styela charcoti",2321700
"styela coriacea",6822300
"styela crinita",13050400
"styela gibbsii",526800
"styela glans",4482900
"styela loculosa",9613800
"styela magalhaensis",1367900
"styela materna",2321700
"styela milleri",9746900
"styela montereyensis",655000
"styela paessleri",958200
"styela plicata",4547000
"styela sigma",3273700
"styela similis",3247600
"styela squamosa",36584400
"styela tenuibranchia",19098300
"styela wandeli",923900
"stygiomedusa gigantea",2922600
"stygiopontius quadrispinosus",326300
"stygnobrotula latebricola",1059400
"stylaraea punctata",3783300
"stylaster aurantiacus",1431300
"stylaster californicus",626800
"stylaster complanatus",5003200
"stylaster duchassaingi",10340900
"stylaster eguchii",1775800
"stylaster erubescens",4460000
"stylaster filogranus",1450800
"stylaster galapagensis",231400
"stylaster gemmascens",9703500
"stylaster gracilis",11274600
"stylaster horologium",1875100
"stylaster imbricatus",6063700
"stylaster laevigatus",2351600
"stylaster marenzelleri",321000
