"sciname","total_hab_area"
"Thelotornis usambaricus",2200
"Thermophis baileyi",11400
"Thermophis zhaoermii",1200
"Thrasops flavigularis",1964600
"Thrasops jacksonii",2147400
"Thrasops occidentalis",231600
"Tiliqua adelaidensis",5500
"Tiliqua gigas",419900
"Tiliqua multifasciata",1780300
"Tiliqua nigrolutea",180300
"Tiliqua occipitalis",1984100
"Tiliqua rugosa",876600
"Tiliqua scincoides",3019800
"Timon lepidus",415600
"Timon pater",147700
"Timon princeps",92200
"Timon tangitanus",39100
"Toenayar novemcarinata",90600
"Tomistoma schlegelii",76400
"Tomodon dorsatus",264800
"Tomodon ocellatus",77100
"Tomodon orestes",51300
"Toropuku stephensi",600
"Toxicocalamus holopelturus",500
"Toxicocalamus longissimus",1100
"Toxicocalamus preussi",42100
"Toxicocalamus stanleyanus",40900
"Toxicodryas blandingii",3181200
"Toxicodryas pulverulenta",3770300
"Tracheloptychus madagascariensis",4700
"Tracheloptychus petersi",1800
"Trachischium fuscum",20500
"Trachischium guentheri",100
"Trachischium laeve",4800
"Trachischium monticola",40500
"Trachischium tenuiceps",19100
"Trachyboa boulengeri",71500
"Trachydactylus hajarensis",28800
"Trachydactylus spatalurus",72200
"Trachylepis acutilabris",193800
"Trachylepis affinis",4526200
"Trachylepis albilabris",362700
"Trachylepis albopunctata",886400
"Trachylepis albotaeniata",1000
"Trachylepis aureogularis",181700
"Trachylepis aureopunctata",6100
"Trachylepis bayonii",347900
"Trachylepis bensonii",70700
"Trachylepis binotata",248000
"Trachylepis bocagii",29700
"Trachylepis boettgeri",11500
"Trachylepis boulengeri",434000
"Trachylepis brauni",2700
"Trachylepis brevicollis",1292000
"Trachylepis buettneri",621000
"Trachylepis capensis",1362800
"Trachylepis chimbana",25500
"Trachylepis damarana",1153500
"Trachylepis depressa",142300
"Trachylepis dumasi",1700
"Trachylepis elegans",47000
"Trachylepis ferrarai",700
"Trachylepis gonwouoi",22400
"Trachylepis gravenhorstii",249800
"Trachylepis hildebrandtii",404600
"Trachylepis hoeschi",92000
"Trachylepis homalocephala",245800
"Trachylepis keroanensis",2200
"Trachylepis lacertiformis",31800
"Trachylepis laevigata",8400
"Trachylepis laevis",64200
"Trachylepis lavarambo",400
"Trachylepis maculilabris",8023300
"Trachylepis madagascariensis",13200
"Trachylepis makolowodei",625700
"Trachylepis margaritifer",986100
"Trachylepis megalura",588300
"Trachylepis mekuana",500
"Trachylepis mlanjensis",300
"Trachylepis monardi",21000
"Trachylepis occidentalis",227100
"Trachylepis paucisquamis",199600
"Trachylepis perrotetii",2650600
"Trachylepis planifrons",1136000
"Trachylepis polytropis",1135800
"Trachylepis principensis",200
"Trachylepis pulcherrima",1500
"Trachylepis punctatissima",513000
"Trachylepis punctulata",1401700
"Trachylepis quinquetaeniata",4527500
"Trachylepis raymondlaurenti",163600
"Trachylepis rodenburgi",800
"Trachylepis socotrana",3900
"Trachylepis sparsa",80000
"Trachylepis spilogaster",185400
"Trachylepis striata",5636200
"Trachylepis sulcata",468000
"Trachylepis tandrefana",9400
"Trachylepis tavaratra",3400
"Trachylepis thomensis",800
"Trachylepis varia",2236900
"Trachylepis variegata",740800
"Trachylepis vato",10200
"Trachylepis wingati",21800
"Trapelus agilis",1345500
"Trapelus boehmei",2067500
"Trapelus jayakari",454100
"Trapelus lessonae",199100
"Trapelus megalonyx",514900
"Trapelus mutabilis",2557300
"Trapelus rubrigularis",5500
"Trapelus ruderatus",38600
"Trapelus sanguinolentus",686700
"Trapelus savignii",30800
"Trapelus schmitzi",8800
"Trapelus tournevillei",407000
"Tretanorhinus mocquardi",100
"Tretanorhinus nigroluteus",120900
"Tretanorhinus taeniatus",13000
"Tretanorhinus variabilis",17000
"Tretioscincus agilis",963200
"Tretioscincus bifasciatus",83200
"Tretioscincus oriximinensis",551800
"Tribolonotus annectens",5900
"Tribolonotus blanchardi",3800
"Tribolonotus brongersmai",700
"Tribolonotus ponceleti",8500
"Tribolonotus pseudoponceleti",10800
"Tribolonotus schmidti",4600
"Tricheilostoma bicolor",542600
"Tricheilostoma dimidiatum",298300
"Tricheilostoma sundewalli",112800
"Trilepida anthracina",3000
"Trilepida brasiliensis",2075600
"Trilepida dugandi",1100
"Trilepida fuliginosa",38600
"Trilepida jani",600
"Trilepida joshuai",4800
"Trilepida koppesi",164300
"Trilepida macrolepis",4591700
"Trilepida nicefori",100
"Trilepida salgueiroi",103500
"Trimeresurus albolabris",2272500
"Trimeresurus andersonii",3600
"Trimeresurus brongersmai",5500
"Trimeresurus cantori",400
"Trimeresurus erythrurus",8200
"Trimeresurus fasciatus",100
"Trimeresurus flavomaculatus",108600
"Trimeresurus fucatus",126800
"Trimeresurus gramineus",275800
"Trimeresurus gunaleni",5900
"Trimeresurus insularis",43300
"Trimeresurus labialis",100
"Trimeresurus macrolepis",11500
"Trimeresurus malabaricus",52700
"Trimeresurus mcgregori",300
"Trimeresurus mutabilis",400
"Trimeresurus schultzei",11100
"Trimeresurus septentrionalis",45400
"Trimeresurus strigatus",4700
"Trimeresurus sumatranus",381200
"Trimeresurus tibetanus",300
"Trimeresurus trigonocephalus",40400
"Trimeresurus venustus",5900
"Trimerodytes aequifasciatus",479000
"Trimerodytes annularis",3800
"Trimerodytes balteatus",14700
"Trimerodytes percarinatus",1161500
"Trimerodytes yunnanensis",30100
"Trimetopon gracile",800
"Trimetopon pliolepis",1600
"Trimetopon simile",400
"Trimetopon slevini",2200
"Trimorphodon biscutatus",60700
"Trimorphodon lambda",264400
"Trimorphodon lyrophanes",116800
"Trimorphodon quadruplex",12500
"Trimorphodon tau",76100
"Trimorphodon vilkinsonii",3000
"Trioceros affinis",29300
"Trioceros balebicornutus",100
"Trioceros bitaeniatus",35200
"Trioceros camerunensis",14700
"Trioceros chapini",480000
"Trioceros conirostratus",100
"Trioceros cristatus",960100
"Trioceros deremensis",1000
"Trioceros ellioti",41900
"Trioceros feae",300
"Trioceros fuelleborni",200
"Trioceros goetzei",10300
"Trioceros harennae",3400
"Trioceros hoehnelii",14300
"Trioceros incornutus",3300
"Trioceros ituriensis",200100
"Trioceros jacksonii",11300
"Trioceros johnstoni",37000
"Trioceros kinangopensis",100
"Trioceros kinetensis",100
"Trioceros laterispinis",900
"Trioceros marsabitensis",100
"Trioceros melleri",130700
"Trioceros montium",1800
"Trioceros narraioca",100
"Trioceros ntunte",100
"Trioceros nyirit",500
"Trioceros oweni",1670500
"Trioceros pfefferi",3700
"Trioceros quadricornis",1300
"Trioceros rudis",4100
"Trioceros schoutedeni",3200
"Trioceros schubotzi",200
"Trioceros serratus",3100
"Trioceros sternfeldi",2500
"Trioceros tempeli",4000
"Trioceros werneri",5300
"Trioceros wiedersheimi",100
"Trogonophis wiegmanni",349400
"Tropidechis carinatus",68900
"Tropidoclonion lineatum",311400
"Tropidodipsas annulifera",25100
"Tropidodipsas fasciata",104200
"Tropidodipsas fischeri",18800
"Tropidodipsas philippii",30700
"Tropidodipsas sartorii",189300
"Tropidodipsas zweifeli",100
"Tropidodryas serra",51500
"Tropidodryas striaticeps",280500
"Tropidolaemus laticinctus",34500
"Tropidonophis dahlii",3600
"Tropidonophis dendrophiops",38200
"Tropidonophis doriae",195100
"Tropidonophis halmahericus",1100
"Tropidonophis hypomelas",6600
"Tropidonophis mairii",154100
"Tropidonophis negrosensis",1400
"Tropidonophis parkeri",19500
"Tropidonophis punctiventris",100
"Tropidonophis statistictus",73300
"Tropidonophis truncatus",5300
"Tropidophis caymanensis",100
"Tropidophis curtus",4000
"Tropidophis feicki",5700
"Tropidophis fuscus",2600
"Tropidophis galacelidus",1600
"Tropidophis grapiuna",7800
"Tropidophis greenwayi",700
"Tropidophis haetianus",24100
"Tropidophis hendersoni",200
"Tropidophis jamaicensis",1000
"Tropidophis maculatus",11400
"Tropidophis melanurus",33200
"Tropidophis morenoi",900
"Tropidophis nigriventris",1800
"Tropidophis pardalis",33400
"Tropidophis paucisquamis",50200
"Tropidophis pilsbryi",6400
"Tropidophis preciosus",31600
"Tropidophis semicinctus",32000
"Tropidophis spiritus",1200
"Tropidophis stejnegeri",3200
"Tropidophis taczanowskyi",13900
"Tropidophis wrighti",19400
"Tropidophis xanthogaster",600
"Tropidophorus assamensis",2900
"Tropidophorus baconi",18700
"Tropidophorus baviensis",51500
"Tropidophorus beccarii",185200
"Tropidophorus berdmorei",121500
"Tropidophorus boehmei",1300
"Tropidophorus brookei",179900
"Tropidophorus cocincinensis",24500
"Tropidophorus davaoensis",5100
"Tropidophorus grayi",24600
"Tropidophorus guangxiensis",6000
"Tropidophorus hainanus",161900
"Tropidophorus laotus",2100
"Tropidophorus latiscutatus",900
"Tropidophorus matsuii",100
"Tropidophorus microlepis",15900
"Tropidophorus micropus",100
"Tropidophorus misaminius",8200
"Tropidophorus noggei",1100
"Tropidophorus partelloi",13600
"Tropidophorus perplexus",3500
"Tropidophorus robinsoni",38600
"Tropidophorus sebi",3000
"Tropidophorus sinicus",37200
"Tropidophorus thai",10000
"Tropidosaura cottrelli",2900
"Tropidosaura essexi",3200
"Tropidosaura gularis",20200
"Tropidosaura montana",75200
"Tropidoscincus aubrianus",700
"Tropidoscincus boreus",8100
"Tropidoscincus variabilis",3200
"Tropidurus bogerti",300
"Tropidurus catalanensis",78200
"Tropidurus chromatops",1900
"Tropidurus cocorobensis",186100
"Tropidurus erythrocephalus",600
"Tropidurus etheridgei",1484400
"Tropidurus guarani",3700
"Tropidurus helenae",1500
"Tropidurus hispidus",1682400
"Tropidurus hygomi",6700
"Tropidurus imbituba",100
"Tropidurus insulanus",5400
"Tropidurus itambere",1204500
"Tropidurus melanopleurus",112700
"Tropidurus montanus",34000
"Tropidurus mucujensis",300
"Tropidurus oreadicus",3533900
"Tropidurus pinima",56600
"Tropidurus psammonastes",6200
"Tropidurus semitaeniatus",3500
"Tropidurus spinulosus",388100
"Tropidurus torquatus",1546100
"Tropiocolotes algericus",410000
"Tropiocolotes bisharicus",4800
"Tropiocolotes nubicus",13500
"Tropiocolotes somalicus",15600
"Tropiocolotes steudneri",2222400
"Tropiocolotes tripolitanus",4124700
"Tukutuku rakiurae",400
"Tupinambis longilineus",558200
"Tupinambis palustris",500
"Tupinambis quadrilineatus",1241600
"Tupinambis teguixin",8155300
"Tympanocryptis centralis",5500
"Tympanocryptis cephalus",3800
"Tympanocryptis condaminensis",3200
"Tympanocryptis diabolicus",9300
"Tympanocryptis fortescuensis",78700
"Tympanocryptis gigas",2000
"Tympanocryptis houstoni",59100
"Tympanocryptis intima",645900
"Tympanocryptis lineata",121100
"Tympanocryptis pinguicolla",900
"Tympanocryptis pseudopsephos",16500
"Tympanocryptis tetraporophora",2004900
"Tympanocryptis wilsoni",900
"Typhlacontias brevipes",13600
"Typhlacontias gracilis",500
"Typhlacontias johnsonii",5900
"Typhlacontias punctatissimus",10100
"Typhlacontias rohani",554300
"Typhlacontias rudebecki",1000
"Typhlophis squamosus",1390100
"Typhlops capitulatus",1700
"Typhlops eperopeus",1300
"Typhlops hectus",4300
"Typhlops jamaicensis",6500
"Typhlops lumbricalis",6800
"Typhlops oxyrhinus",400
"Typhlops pachyrhinus",200
"Typhlops proancylops",200
"Typhlops sulcatus",3000
"Typhlops syntherus",900
"Typhlosaurus braini",9600
"Typhlosaurus caecus",3900
"Typhlosaurus lomiae",300
"Typhlosaurus meyeri",11600
"Typhlosaurus vermis",5100
"Tytthoscincus aesculeticola",900
"Tytthoscincus atrigularis",15000
"Tytthoscincus biparietalis",2900
"Tytthoscincus bukitensis",100
"Tytthoscincus butleri",1300
"Tytthoscincus hallieri",90500
"Tytthoscincus parvus",42400
"Tytthoscincus temengorensis",100
"Tytthoscincus temmincki",4900
"Tytthoscincus textus",17700
"Uma exsul",2200
"Uma inornata",2200
"Uma notata",8700
"Uma paraphygas",400
"Uma rufopunctata",36900
"Uma scoparia",17300
"Underwoodisaurus milii",1111100
"Underwoodisaurus seorsus",9300
"Ungaliophis continentalis",1700
"Ungaliophis panamensis",6700
"Uracentron azureum",3817000
"Uracentron flaviceps",1055600
"Uranoscodon superciliosus",4173200
"Urocotyledon palmata",16000
"Urocotyledon rasmusseni",100
"Urocotyledon weileri",400
"Urocotyledon wolterstorffi",300
"Uromacer catesbyi",12800
"Uromacer frenatus",3200
"Uromacer oxyrhynchus",4800
"Uromacerina ricardinii",484500
"Uromastyx acanthinura",796500
"Uromastyx aegyptia",2830000
"Uromastyx alfredschmidti",21200
"Uromastyx benti",9100
"Uromastyx dispar",3178200
"Uromastyx geyri",342500
"Uromastyx macfadyeni",500
"Uromastyx occidentalis",100
"Uromastyx ocellata",128000
"Uromastyx princeps",8000
"Uropeltis bicatenata",200
"Uropeltis dindigalensis",1100
"Uropeltis ellioti",45500
"Uropeltis grandis",900
"Uropeltis liura",100
"Uropeltis macrolepis",23200
"Uropeltis macrorhyncha",400
"Uropeltis maculata",400
"Uropeltis myhendrae",600
"Uropeltis ocellata",9400
"Uropeltis petersi",600
"Uropeltis phipsonii",2300
"Uropeltis pulneyensis",400
"Uropeltis rubrolineata",1300
"Uropeltis rubromaculata",8600
"Uropeltis woodmasoni",500
"Uroplatus alluaudi",1000
"Uroplatus ebenaui",6300
"Uroplatus fimbriatus",15100
"Uroplatus finiavana",200
"Uroplatus giganteus",2000
"Uroplatus guentheri",1500
"Uroplatus henkeli",3700
"Uroplatus lineatus",9200
"Uroplatus malahelo",400
"Uroplatus malama",4500
"Uroplatus phantasticus",10900
"Uroplatus pietschmanni",1000
"Uroplatus sameiti",13800
"Uroplatus sikorae",20000
"Urosaurus auriculatus",100
"Urosaurus bicarinatus",150000
"Urosaurus gadovi",4400
"Urosaurus graciosus",144400
"Urosaurus lahtelai",400
"Urosaurus nigricaudus",96700
"Urosaurus ornatus",871900
"Urostrophus gallardoi",40700
"Urostrophus vautieri",18000
"Urotheca decipiens",18800
"Urotheca dumerilli",200
"Urotheca fulviceps",58500
"Urotheca guentheri",20400
"Urotheca lateristriga",29800
"Uta stansburiana",1138100
"Uvidicolus sphyrurus",14000
"Vanzosaura multiscutata",788100
"Vanzosaura rubricauda",453200
"Vanzosaura savanicola",106500
"Varanus acanthurus",2149000
"Varanus albigularis",6002700
"Varanus auffenbergi",700
"Varanus beccarii",6400
"Varanus bengalensis",4478000
"Varanus boehmei",2000
"Varanus bogerti",2100
"Varanus brevicauda",1244500
"Varanus bushi",9200
"Varanus caerulivirens",19400
"Varanus caudolineatus",46400
"Varanus doreanus",45200
"Varanus dumerilii",647800
"Varanus eremius",1496800
"Varanus exanthematicus",3774900
"Varanus finschi",44300
"Varanus flavescens",865900
"Varanus giganteus",68300
"Varanus gilleni",163700
"Varanus glauerti",28500
"Varanus glebopalma",567500
"Varanus gouldii",4243000
"Varanus griseus",10457200
"Varanus hamersleyensis",26800
"Varanus indicus",573100
"Varanus jobiensis",452200
"Varanus juxtindicus",700
"Varanus keithhornei",4600
"Varanus kingorum",100
"Varanus komodoensis",2000
"Varanus kordensis",2700
"Varanus lirungensis",600
"Varanus mabitang",300
"Varanus macraei",500
"Varanus melinus",3600
"Varanus mertensi",4000
"Varanus mitchelli",3100
"Varanus niloticus",13425500
"Varanus nuchalis",30700
"Varanus obor",600
"Varanus panoptes",3171200
"Varanus pilbarensis",8800
"Varanus prasinus",535600
"Varanus primordius",41500
"Varanus rainerguentheri",18100
"Varanus reisingeri",2200
"Varanus rosenbergi",213800
"Varanus rudicollis",495400
"Varanus salvadorii",412700
"Varanus salvator",3187000
"Varanus scalaris",1287900
"Varanus semiremex",49700
"Varanus sparnus",12700
"Varanus spenceri",173300
"Varanus spinulosus",4000
"Varanus storri",563100
"Varanus timorensis",11900
"Varanus togianus",20300
"Varanus tristis",4203600
"Varanus varius",428800
"Varanus yemenensis",19800
"Varanus yuwonoi",15800
"Varzea altamazonica",577000
"Varzea bistriata",1477000
"Vermicella annulata",2267100
"Vermicella intermedia",441600
"Vermicella multifasciata",174200
"Vermicella snelli",153500
"Vermicella vermiformis",48400
"Vhembelacerta rupicola",1500
"Vietnascincus rugosus",500
"Vijayachelys silvatica",6300
"Vipera ammodytes",508300
"Vipera anatolica",100
"Vipera aspis",350400
"Vipera barani",14800
"Vipera berus",6145700
"Vipera dinniki",12100
"Vipera ebneri",29100
"Vipera graeca",400
"Vipera kaznakovi",6800
"Vipera latastei",187100
"Vipera lotievi",3100
"Vipera magnifica",100
"Vipera monticola",9800
"Vipera orlovi",1100
"Vipera renardi",1813700
"Vipera seoanei",54700
"Vipera transcaucasiana",16100
"Vipera ursinii",16500
"Virginia valeriae",654400
"Voeltzkowia mira",1900
"Voeltzkowia yamagishii",2600
"Wallaceophis gujaratensis",44800
"Walterinnesia aegyptia",243800
"Walterinnesia morgani",792100
"Woodworthia cf. brunnea",4300
"Woodworthia chrysosiretica",6300
"Woodworthia maculata",41700
"Xantusia bezyi",100
"Xantusia henshawi",13000
"Xantusia riversiana",200
"Xantusia sanchezi",300
"Xantusia vigilis",197300
"Xenagama batillifera",3400
"Xenagama taylori",4300
"Xenagama wilmsi",13600
"Xenagama zonura",400
"Xenelaphis ellipsifer",183400
"Xenelaphis hexagonotus",759600
"Xenocalamus bicolor",1480700
"Xenocalamus mechowii",576800
"Xenocalamus michellii",47900
"Xenocalamus sabiensis",63400
"Xenocalamus transvaalensis",8000
"Xenochrophis bellulus",11300
"Xenochrophis cerasogaster",9500
"Xenochrophis maculatus",922400
"Xenochrophis trianguligerus",1202200
"Xenochrophis vittatus",257200
"Xenodermus javanicus",911600
"Xenodon dorbignyi",555400
"Xenodon guentheri",37100
"Xenodon histricus",326700
"Xenodon matogrossensis",151700
"Xenodon merremi",6213600
"Xenodon nattereri",1338600
"Xenodon neuwiedii",389000
"Xenodon pulcher",562900
"Xenodon rabdocephalus",6333500
"Xenodon semicinctus",524500
"Xenodon severus",6125000
"Xenodon werneri",144700
"Xenopeltis hainanensis",202500
"Xenopeltis unicolor",3543800
"Xenopholis scalaris",6209600
"Xenopholis undulatus",1532000
"Xenopholis werdingorum",323300
"Xenosaurus grandis",5400
"Xenosaurus newmanorum",900
"Xenosaurus penai",100
"Xenosaurus platyceps",2300
"Xerotyphlops socotranus",2900
"Xerotyphlops vermicularis",997600
"Xyelodontophis uluguruensis",600
"Xylophis captaini",3600
"Xylophis perroteti",1500
"Xylophis stenorhynchus",200
"Zamenis hohenackeri",67300
"Zamenis lineatus",39000
"Zamenis longissimus",1561000
"Zamenis persica",14900
"Zamenis scalaris",352200
"Zamenis situla",103700
"Zonosaurus aeneus",13900
"Zonosaurus anelanelany",3700
"Zonosaurus boettgeri",3100
"Zonosaurus brygooi",4000
"Zonosaurus haraldmeieri",1700
"Zonosaurus karsteni",6500
"Zonosaurus laticaudatus",19200
"Zonosaurus madagascariensis",582700
"Zonosaurus maximus",6300
"Zonosaurus ornatus",4700
"Zonosaurus quadrilineatus",1100
"Zonosaurus rufipes",7800
"Zonosaurus subunicolor",1800
"Zonosaurus trilineatus",1900
"Zonosaurus tsingy",2100
"Zootoca vivipara",11846700
"Zygaspis arenicola",119300
"Zygaspis dolichomenta",3100
"Zygaspis ferox",4300
"Zygaspis kafuensis",5400
"Zygaspis nigra",307400
"Zygaspis quadrifrons",1856000
"Zygaspis vandami",258200
"Zygaspis violacea",4500
"Abditomys latidens",900
"Abeomelomys sevia",5100
"Abrawayaomys chebezi",20200
"Abrawayaomys ruschii",19200
"Abrocoma bennettii",20100
"Abrocoma cinerea",291300
"Abrocoma famatina",900
"Abrocoma shistacea",3700
"Abrothrix andinus",221000
"Abrothrix illutea",9500
"Abrothrix jelskii",461000
"Abrothrix lanosus",9700
"Abrothrix longipilis",373100
"Abrothrix manni",9400
"Abrothrix olivaceus",467900
"Abrothrix sanborni",4200
